trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
24305	5239	2	1	3	2	1	3	0.0	1	2013	1	30	3	15.25	13	0	0	1	5306	1.301944444	0.348611111	0.1255555559999999	0.0	0.481388889	0.123055556	1	0.399444444	0.0	1.08	0.0	0.28025
24313	5241	2	1	3	2	1	2	0.0	1	2013	1	30	3	17.0	16	0	0	1	2862	0.6777777779999999	0.208611111	0.115833333	0.0	0.309722222	0.0	0	0.210555556	0.0	0.61	0.0	0.283641
24322	5242	5	0	3	2	6	3	0.0	1	2013	1	30	3	7.25	15	1	0	0	5003	1.274722222	0.401666667	0.1072222219999999	0.0	0.560277778	0.132777778	1	0.311944444	0.0	0.91	0.0	0.166518
24330	5246	0	0	3	3	6	5	0.0	1	2013	1	30	3	11.0	77	0	1	0	1603	0.4477777779999999	0.166388889	0.117777778	0.0	0.153888889	0.0	0	0.159722222	0.0	0.36	0.0	0.326957
24341	5247	1	1	4	2	2	4	0.5	1	2013	1	30	3	11.5	25	1	0	1	2887	0.81	0.228611111	0.081666667	0.0	0.466388889	0.0975	1	0.188055556	1.5	0.54	0.0	0.125554
24346	5248	1	2	3	3	6	1	1.0	1	2013	1	30	3	9.416666667	33	1	0	0	1302	0.4425	0.124444444	0.1555555559999999	0.0	0.158333333	0.0	0	0.077222222	1.5	0.29	0.0	0.1438849999999999
24350	5248	1	6	3	3	6	1	1.0	1	2013	1	30	3	13.33333333	33	1	0	0	3404	0.803333333	0.2691666669999999	0.073055556	0.0	0.323055556	0.0	0	0.206111111	1.5	0.61	0.0	0.0916442
24379	5256	1	1	1	2	6	3	0.0	1	2013	1	31	4	15.33333333	13	1	0	0	925	0.266111111	0.0608333329999999	0.145833333	0.0	0.020833333	0.0	0	0.076111111	0.0	0.18	0.0	0.142336
24395	5258	2	5	4	3	6	2	0.0	1	2013	1	31	4	20.41666667	17	1	0	2	5268	1.5783333330000002	0.536666667	0.072222222	0.0	0.440833333	0.105555556	1	0.237777778	0.0	0.95	0.0	0.11215
24453	5270	1	1	3	1	1	5	0.0	1	2013	1	31	4	21.75	64	0	0	1	1390	0.339722222	0.1072222219999999	0.166944444	0.0	0.0308333329999999	0.0	0	0.091666667	0.0	0.25	0.0	0.0424241999999999
24477	5273	3	0	3	2	2	1	1.0	1	2013	2	1	5	12.0	19	0	1	2	10886	2.943333333	0.9005555559999999	0.272222222	0.3833333329999999	0.044722222	0.1166666669999999	1	0.3569444439999999	3.0	1.5	0.0	0.360311
24486	5275	1	0	3	3	6	5	0.0	1	2013	2	1	5	8.75	66	1	1	0	2772	0.6941666670000001	0.213888889	0.1866666669999999	0.0	0.208055556	0.0	0	0.193611111	0.0	0.5	0.0	0.553802
24488	5275	1	2	3	3	6	5	0.0	1	2013	2	1	5	14.75	66	1	1	0	4803	1.285277778	0.4475	0.191111111	0.133333333	0.0	0.1166666669999999	1	0.426944444	0.0	0.92	10.5	0.5985689999999999
24495	5277	0	1	4	5	1	1	1.0	1	2013	2	1	5	8.133333333	56	1	1	2	1437	0.288055556	0.0611111109999999	0.012222222	0.0	0.15	0.0	0	0.085833333	1.5	0.22	0.0	0.443366
24522	5282	0	1	3	1	1	1	1.0	1	2013	2	1	5	18.66666667	59	0	1	1	11285	2.658611111	0.909166667	0.224166667	0.3	0.0	0.1	1	0.833611111	5.6	2.14	0.0	0.504165
24527	5283	0	0	4	3	2	1	1.0	1	2013	2	1	5	14.0	32	1	1	1	974	0.270555556	0.1	0.120277778	0.0	0.069444444	0.0	0	0.067222222	1.5	0.17	0.0	0.0991736
24559	5293	0	2	4	3	1	1	1.0	1	2013	2	2	6	17.5	46	1	1	2	1105	0.379722222	0.1180555559999999	0.131388889	0.0	0.045555556	0.0	0	0.110833333	1.5	0.32	0.0	0.0551378
24569	5295	0	0	3	3	6	4	1.0	1	2013	2	2	6	17.0	35	0	1	0	15594	3.637222222	1.21	0.185	0.283333333	0.113611111	0.1	1	0.911388889	3.7	2.66	10.5	0.462054
24571	5295	1	0	3	3	6	1	1.0	1	2013	2	2	6	17.0	27	1	1	0	15594	3.637222222	1.21	0.185	0.283333333	0.113611111	0.1	1	0.911388889	4.8	2.66	10.5	0.462054
24576	5296	1	1	2	3	1	4	0.0	1	2013	2	2	6	12.5	18	1	0	1	3500	0.8955555559999999	0.381666667	0.044722222	0.0	0.4158333329999999	0.083333333	1	0.1694444439999999	0.0	0.65	0.0	0.0901638999999999
24588	5299	4	0	3	1	2	1	1.0	1	2013	2	2	6	7.916666667	18	1	0	1	12235	2.9911111110000004	0.9225	0.270555556	0.366666667	0.0	0.15	1	0.468611111	2.29	1.7	0.0	0.311796
24613	5305	1	1	3	1	1	1	1.0	1	2013	2	2	6	13.0	31	0	1	1	12182	2.608333333	0.710555556	0.189722222	0.466666667	0.0	0.133333333	1	0.546666667	2.8	1.95	0.0	0.579268
24622	5308	2	4	3	5	1	3	0.0	1	2013	2	2	6	18.75	14	1	0	2	2594	0.72	0.2613888889999999	0.229166667	0.0	0.164166667	0.0	0	0.156111111	0.0	0.55	0.0	0.151246
24628	5309	1	3	4	3	1	1	1.0	1	2013	2	2	6	16.5	53	0	1	1	4512	1.124444444	0.306388889	0.176111111	0.083333333	0.1819444439999999	0.113611111	1	0.3544444439999999	3.0	0.87	0.0	0.420063
24630	5310	0	1	4	3	1	1	1.0	1	2013	2	2	6	9.683333333	56	1	1	2	2465	0.6497222220000001	0.198333333	0.357777778	0.0	0.161111111	0.0	0	0.167777778	1.5	0.51	0.0	0.162252
24635	5311	0	0	4	3	1	1	1.0	1	2013	2	2	6	10.0	43	0	1	1	1614	0.417222222	0.121944444	0.074166667	0.0	0.1	0.0	0	0.116111111	1.5	0.31	0.0	0.279904
24647	5312	0	4	3	3	1	1	1.0	1	2013	2	2	6	17.08333333	44	1	1	2	5757	1.32	0.483611111	0.3544444439999999	0.2	0.0	0.0	0	0.497222222	1.5	1.43	0.0	0.460335
24658	5316	0	2	4	3	1	5	0.0	1	2013	2	2	6	13.25	70	1	1	2	2835	0.700277778	0.227222222	0.020833333	0.0	0.283333333	0.0	0	0.190833333	0.0	0.54	0.0	0.2445409999999999
24665	5317	2	0	4	3	1	2	0.0	1	2013	2	2	6	12.0	17	0	0	2	6654	1.592777778	0.451944444	0.093888889	0.0	0.55	0.0	0	0.406388889	0.0	1.27	0.0	0.215995
24671	5319	0	1	4	3	5	1	1.0	1	2013	2	3	7	12.25	31	1	1	2	3799	0.959444444	0.276944444	0.121111111	0.0	0.238888889	0.250555556	1	0.1744444439999999	3.0	0.75	0.0	0.254777
24676	5319	1	3	4	3	1	1	1.0	1	2013	2	3	7	14.08333333	32	0	1	2	3799	0.959444444	0.276944444	0.267222222	0.0	0.189444444	0.14	1	0.170277778	3.0	0.58	0.0	0.292007
24706	5330	0	2	4	3	1	1	1.0	1	2013	2	3	7	15.5	38	1	1	2	2205	0.577777778	0.166111111	0.183055556	0.033333333	0.0	0.0	0	0.125277778	2.1	0.51	0.0	0.354767
24740	5338	2	1	3	3	1	5	0.0	1	2013	2	3	7	19.75	15	1	0	2	11546	2.755	0.913333333	0.1447222219999999	0.25	0.2	0.1166666669999999	1	0.660833333	0.0	3.04	0.0	0.361917
24747	5340	1	1	1	3	2	1	1.0	1	2013	2	3	7	11.26666667	32	0	1	2	1664	0.428888889	0.173611111	0.180555556	0.033333333	0.0	0.0	0	0.134722222	2.4	0.28	0.0	0.505155
24776	5346	1	2	4	4	5	1	1.0	1	2013	2	4	1	15.0	55	0	1	2	5465	1.262777778	0.355833333	0.185277778	0.233333333	0.0	0.1166666669999999	1	0.208888889	2.29	0.98	0.0	0.210106
24799	5351	0	0	4	2	5	1	1.0	1	2013	2	4	1	8.333333332999999	39	1	1	2	3231	0.792222222	0.2425	0.230833333	0.0	0.35	0.0	0	0.22	1.5	0.84	0.0	0.4368689999999999
24804	5351	0	5	4	2	5	1	1.0	1	2013	2	4	1	15.5	39	1	1	2	3231	0.793333333	0.248333333	0.2488888889999999	0.0	0.35	0.0	0	0.1988888889999999	1.5	0.89	0.0	0.300279
24840	5359	2	2	3	5	2	1	1.0	1	2013	2	4	1	15.16666667	29	0	1	1	2447	0.574722222	0.200833333	0.116944444	0.083333333	0.0	0.0	0	0.294722222	2.4	0.46	10.5	0.7144199999999999
24846	5361	0	4	4	5	6	1	1.0	1	2013	2	4	1	21.0	27	0	1	0	604	0.163055556	0.061944444	0.038611111	0.016666667	0.0	0.0	0	0.1216666669999999	2.4	0.26	0.0	0.46347
24856	5363	0	1	3	1	1	1	1.0	1	2013	2	4	1	16.5	34	1	1	1	2722	0.643888889	0.2463888889999999	0.271111111	0.1166666669999999	0.0	0.0	0	0.251944444	2.4	0.59	10.5	0.601985
24881	5367	1	1	4	2	2	5	0.0	1	2013	2	5	2	8.916666667000001	64	1	1	1	1639	0.363333333	0.096944444	0.213611111	0.0	0.049722222	0.0	0	0.078888889	0.0	0.21	0.0	0.144366
24894	5370	0	0	1	3	1	5	0.0	1	2013	2	5	2	18.5	62	1	0	1	577	0.143333333	0.053888889	0.130833333	0.0	0.0213888889999999	0.0	0	0.024722222	0.0	0.09	0.0	0.0
24901	5373	0	2	3	3	1	5	0.0	1	2013	2	5	2	12.91666667	64	1	1	1	6252	1.458888889	0.575555556	0.1694444439999999	0.0	0.416666667	0.0	0	0.276111111	0.0	0.91	0.0	0.189135
24907	5374	1	1	4	3	1	1	1.0	1	2013	2	5	2	10.83333333	49	1	1	2	1924	0.526944444	0.1566666669999999	0.148333333	0.0	0.133333333	0.0	0	0.115	1.5	0.35	0.0	0.0652174
24915	5374	3	3	4	3	1	1	1.0	1	2013	2	5	2	12.91666667	22	1	1	2	4599	1.428333333	0.442222222	0.093611111	0.0	0.609166667	0.21	2	0.2738888889999999	4.5	1.01	0.0	0.242394
24920	5375	0	2	4	5	3	1	1.0	1	2013	2	5	2	14.01666667	43	1	1	1	1169	0.300277778	0.114444444	0.088888889	0.0	0.078333333	0.0	0	0.076111111	1.5	0.21	0.0	0.1313869999999999
24921	5375	0	3	4	5	3	1	1.0	1	2013	2	5	2	14.11666667	43	1	1	1	814	0.2119444439999999	0.058333333	0.108888889	0.0	0.083333333	0.0	0	0.076666667	1.5	0.17	0.0	0.155797
24935	5377	0	1	3	3	6	1	1.0	1	2013	2	5	2	13.66666667	38	0	0	0	787	0.204166667	0.08	0.128333333	0.0	0.05	0.0	0	0.108055556	1.5	0.22	0.0	0.37018
24969	5385	0	0	4	3	6	5	0.0	1	2013	2	5	2	10.75	67	1	1	0	6783	1.701388889	0.565	0.237777778	0.366666667	0.0	0.0	0	0.3913888889999999	0.0	1.15	0.0	0.3115679999999999
24990	5391	1	0	3	3	6	1	1.0	1	2013	2	6	3	19.0	22	1	1	0	6450	1.516388889	0.503611111	0.161666667	0.0	0.6266666670000001	0.0	0	0.515833333	1.5	1.15	0.0	0.670975
24994	5392	1	0	3	3	6	5	0.0	1	2013	2	6	3	9.75	73	0	0	0	991	0.275833333	0.0897222219999999	0.061944444	0.0	0.085	0.0	0	0.106944444	0.0	0.23	0.0	0.4675319999999999
25002	5394	0	6	3	4	1	1	1.0	1	2013	2	6	3	16.5	34	1	1	1	2692	0.645555556	0.199166667	0.127777778	0.0	0.2	0.0	0	0.201111111	1.5	0.52	0.0	0.537293
25006	5395	0	1	3	5	1	1	1.0	1	2013	2	6	3	8.766666667	42	1	1	1	1698	0.462222222	0.128333333	0.2375	0.0	0.1016666669999999	0.0	0	0.1566666669999999	1.5	0.41	0.0	0.235816
25014	5395	4	0	1	2	1	5	0.0	1	2013	2	6	3	8.5	5	0	0	1	649	0.259722222	0.0633333329999999	0.173333333	0.0	0.0233333329999999	0.0	0	0.065833333	0.0	0.19	0.0	0.21519
25024	5397	0	0	4	1	6	1	1.0	1	2013	2	6	3	5.5	47	0	1	1	11913	2.832222222	0.8041666670000001	0.173611111	0.0	0.746944444	0.228055556	1	0.4483333329999999	3.0	1.82	0.0	0.179678
25034	5399	0	1	3	4	6	1	1.0	1	2013	2	6	3	22.0	30	0	0	0	4796	1.178333333	0.3494444439999999	0.0625	0.0	0.435555556	0.1	1	0.292777778	3.0	0.8	0.0	0.295066
25046	5401	0	9	4	4	2	1	1.0	1	2013	2	7	4	22.5	49	0	1	2	1842	0.906944444	0.322222222	0.354722222	0.0	0.233333333	0.066666667	1	0.148611111	3.0	0.48	0.0	0.011215
25070	5408	0	4	4	1	1	1	1.0	1	2013	2	7	4	15.75	42	0	1	1	4833	1.149444444	0.360555556	0.096388889	0.0	0.596666667	0.0	0	0.373888889	1.5	0.98	10.5	0.521545
25073	5408	1	1	4	5	1	4	0.5	1	2013	2	7	4	13.48333333	41	1	1	1	2923	0.709722222	0.221944444	0.2225	0.083333333	0.0	0.0	0	0.240277778	1.0	0.59	0.0	0.501734
25082	5409	0	1	3	5	2	1	1.0	1	2013	2	7	4	16.5	38	1	1	1	20191	4.641111111	1.337777778	0.156111111	0.3	0.170277778	0.35	2	1.1275	10.1	2.97	10.5	0.622074
25150	5421	1	0	4	1	1	1	1.0	1	2013	2	8	5	7.5	55	0	1	1	14820	3.472777778	1.050277778	0.579722222	0.316666667	0.0	0.0	0	0.795	4.2	2.68	0.0	0.522362
25174	5427	2	4	4	3	1	5	0.0	1	2013	2	8	5	16.41666667	9	1	0	1	3210	1.020277778	0.292222222	0.061944444	0.0	0.301388889	0.145555556	1	0.214166667	0.0	0.69	0.0	0.202335
25182	5429	1	0	3	1	2	1	1.0	1	2013	2	8	5	8.0	30	1	1	1	4461	1.061111111	0.311111111	0.193333333	0.2166666669999999	0.0	0.1	1	0.356111111	2.9	0.72	10.5	0.631045
25205	5432	1	1	3	4	2	5	0.0	1	2013	2	8	5	12.0	70	1	1	2	6663	1.571388889	0.472222222	0.271111111	0.133333333	0.0	0.0	0	0.3266666669999999	0.0	1.05	0.0	0.234694
25240	5441	2	3	3	3	6	5	0.0	1	2013	2	9	6	15.66666667	28	0	0	0	3763	0.8230555559999999	0.2175	0.218333333	0.15	0.0	0.0	0	0.206666667	0.0	0.6	0.0	0.428763
25250	5445	0	0	1	3	1	1	1.0	1	2013	2	9	6	11.0	24	0	1	1	599	0.1866666669999999	0.057222222	0.0861111109999999	0.0	0.029444444	0.0	0	0.056111111	1.5	0.14	0.0	0.039604
25252	5446	0	0	1	3	6	5	0.0	1	2013	2	9	6	12.5	68	0	1	0	462	0.111944444	0.0608333329999999	0.071944444	0.0	0.027777778	0.0	0	0.064444444	0.0	0.13	0.0	0.168103
25254	5447	0	2	4	3	6	5	0.0	1	2013	2	9	6	17.5	77	1	1	0	1736	0.386666667	0.148888889	0.170555556	0.0	0.138888889	0.0	0	0.162222222	0.0	0.35	0.0	0.518836
25256	5448	0	1	1	3	6	5	0.0	1	2013	2	9	6	7.183333332999999	83	0	1	0	2925	0.6497222220000001	0.1975	0.080555556	0.1166666669999999	0.0	0.0	0	0.133611111	0.0	0.46	10.5	0.476091
25258	5449	0	1	1	5	1	5	0.0	1	2013	2	9	6	11.41666667	65	1	1	2	685	0.1825	0.074166667	0.060277778	0.0	0.076388889	0.0	0	0.071944444	0.0	0.16	0.0	0.382239
25278	5452	2	0	3	2	6	5	0.0	1	2013	2	9	6	12.25	7	0	0	0	3347	0.859722222	0.293333333	0.211111111	0.0	0.297777778	0.0	0	0.252222222	0.0	0.64	0.0	0.431718
25293	5456	0	1	4	3	1	5	0.0	1	2013	2	10	7	10.91666667	66	0	1	2	1309	0.346666667	0.113888889	0.185833333	0.0	0.0258333329999999	0.0	0	0.054722222	0.0	0.2	0.0	0.0812183
25319	5460	5	1	4	3	2	5	0.0	1	2013	2	10	7	13.21666667	6	1	0	1	4000	0.928333333	0.249722222	0.267777778	0.0	0.2191666669999999	0.0	0	0.251944444	0.0	0.59	0.0	0.283352
25321	5460	6	4	3	3	2	1	1.0	1	2013	2	10	7	14.58333333	44	1	0	1	2904	0.708611111	0.236666667	0.208333333	0.0	0.210555556	0.0	0	0.233888889	1.5	0.59	0.0	0.5201899999999999
25329	5463	2	1	2	4	1	2	0.0	1	2013	2	10	7	18.0	17	0	1	2	1305	0.335555556	0.086944444	0.137222222	0.0	0.066666667	0.0	0	0.061944444	0.0	0.22	0.0	0.058296
25330	5464	0	2	4	3	1	1	1.0	1	2013	2	10	7	19.5	47	0	1	1	2219	0.604166667	0.1938888889999999	0.091944444	0.0	0.138333333	0.133333333	1	0.1555555559999999	3.0	0.47	0.0	0.157143
25333	5465	0	1	2	1	6	1	1.0	1	2013	2	10	7	16.5	30	1	1	0	7499	1.691944444	0.5975	0.162777778	0.166666667	0.246666667	0.1	1	0.482222222	3.9	1.17	0.0	0.608871
25340	5466	2	2	3	5	6	5	0.0	1	2013	2	11	1	15.0	6	0	0	0	552	0.172777778	0.095833333	0.125	0.0	0.039444444	0.0	0	0.069166667	0.0	0.16	0.0	0.140562
25403	5482	2	1	1	5	1	1	1.0	1	2013	2	11	1	9.133333333	26	1	1	1	727	0.173333333	0.053055556	0.068888889	0.0	0.0288888889999999	0.0	0	0.049444444	1.5	0.15	0.0	0.0449438
25409	5483	1	0	4	1	1	5	0.0	1	2013	2	12	2	19.0	68	1	0	1	1003	0.305555556	0.1022222219999999	0.104444444	0.0	0.116111111	0.0	0	0.0855555559999999	0.0	0.26	0.0	0.185065
25411	5484	0	2	4	1	2	5	0.0	1	2013	2	12	2	20.41666667	61	0	1	2	1504	0.369444444	0.157777778	0.220277778	0.0	0.0891666669999999	0.0	0	0.1125	0.0	0.28	0.0	0.0444444
25433	5490	1	3	4	4	1	1	1.0	1	2013	2	12	2	11.5	57	0	1	1	1574	0.435	0.152222222	0.193055556	0.066666667	0.0	0.0	0	0.1916666669999999	2.4	0.49	0.0	0.652174
25439	5492	1	0	1	4	1	5	0.0	1	2013	2	12	2	11.0	67	0	1	1	682	0.1722222219999999	0.070833333	0.101944444	0.0	0.0358333329999999	0.0	0	0.069444444	0.0	0.16	0.0	0.532
25443	5492	2	0	3	1	1	1	1.0	1	2013	2	12	2	8.0	34	1	1	1	2302	0.6216666670000001	0.299166667	0.153888889	0.166666667	0.0	0.0	0	0.233333333	2.4	0.59	0.0	0.364286
25448	5494	0	0	3	1	6	1	1.0	1	2013	2	12	2	8.0	29	0	1	0	1845	0.4633333329999999	0.14	0.133611111	0.083333333	0.0	0.0	0	0.143333333	1.7	0.34	0.0	0.616279
25479	5501	0	0	1	3	1	5	0.0	1	2013	2	13	3	11.0	71	1	1	1	833	0.2163888889999999	0.079166667	0.12	0.0	0.035555556	0.0	0	0.070833333	0.0	0.19	0.0	0.0901961
25498	5508	0	1	4	4	1	1	1.0	1	2013	2	13	3	9.5	55	0	1	2	11604	2.561666667	0.796111111	0.1838888889999999	0.3	0.066666667	0.1166666669999999	1	0.495833333	4.1	2.05	0.0	0.514846
25532	5517	1	2	4	4	5	1	1.0	1	2013	2	14	4	11.25	34	0	1	2	2290	0.611388889	0.185277778	0.0991666669999999	0.0	0.1775	0.0	0	0.1291666669999999	1.5	0.53	0.0	0.298925
25537	5518	1	1	4	5	5	1	1.0	1	2013	2	14	4	8.516666667	40	1	1	2	1026	0.314722222	0.105277778	0.069722222	0.0	0.1166666669999999	0.0	0	0.124722222	1.5	0.34	0.0	0.285078
25548	5519	0	1	1	3	1	1	1.0	1	2013	2	14	4	13.16666667	50	1	1	2	685	0.22	0.1172222219999999	0.133888889	0.0	0.05	0.0	0	0.048611111	1.5	0.15	0.0	0.04
25590	5526	1	3	3	4	6	1	1.0	1	2013	2	15	5	12.0	33	1	0	0	5095	1.231944444	0.413611111	0.136944444	0.3	0.0	0.0	0	0.3958333329999999	2.4	0.93	10.5	0.822456
25596	5527	0	3	1	3	2	5	0.0	1	2013	2	15	5	18.75	38	0	1	1	625	0.149722222	0.046944444	0.046666667	0.0	0.05	0.0	0	0.041944444	0.0	0.09	0.0	0.1125829999999999
25597	5527	0	4	1	3	2	5	0.0	1	2013	2	15	5	19.66666667	38	0	1	1	625	0.136944444	0.059166667	0.058888889	0.0	0.048888889	0.0	0	0.0611111109999999	0.0	0.1	0.0	0.0590909
25613	5532	0	2	4	5	1	1	1.0	1	2013	2	15	5	17.33333333	48	1	1	1	6238	1.5383333330000002	0.4977777779999999	0.17	0.2666666669999999	0.19	0.13	1	0.438333333	3.2	1.22	0.0	0.431559
25635	5537	0	3	1	3	1	1	1.0	1	2013	2	15	5	18.5	56	0	1	1	1176	0.2819444439999999	0.098333333	0.093888889	0.0	0.080277778	0.0	0	0.110555556	1.5	0.26	0.0	0.6180899999999999
25662	5542	0	2	4	3	4	1	1.0	1	2013	2	15	5	17.0	51	1	1	1	2975	0.7475	0.2475	0.140277778	0.0	0.265	0.0	0	0.215555556	1.5	0.93	0.0	0.313144
25665	5542	2	1	1	3	1	3	0.0	1	2013	2	15	5	13.33333333	15	0	0	1	624	0.245555556	0.076666667	0.086944444	0.0	0.054166667	0.0	0	0.080555556	0.0	0.2	0.0	0.0724138
25716	5555	1	2	4	3	2	1	1.0	1	2013	2	16	6	8.85	29	1	1	1	1682	0.3727777779999999	0.110277778	0.14	0.0	0.1166666669999999	0.0	0	0.078611111	1.5	0.22	0.0	0.289753
25733	5556	2	0	4	3	1	1	1.0	1	2013	2	16	6	9.0	30	1	1	1	2469	0.571111111	0.224166667	0.145833333	0.0	0.1722222219999999	0.0	0	0.2163888889999999	1.5	0.59	0.0	0.223363
25737	5556	2	6	4	3	1	1	1.0	1	2013	2	16	6	20.25	30	1	1	1	2422	0.591944444	0.150277778	0.1875	0.0	0.144166667	0.0	0	0.1275	1.5	0.41	0.0	0.180828
25774	5565	0	0	3	3	2	1	1.0	1	2013	2	16	6	9.25	35	1	1	1	20152	4.5725	1.365	0.2044444439999999	0.6333333329999999	0.0	0.2666666669999999	2	0.8452777779999999	5.7	2.62	10.5	0.521525
25828	5574	0	1	2	3	5	1	1.0	1	2013	2	17	7	13.0	32	0	1	2	2040	0.553333333	0.160277778	0.140833333	0.0	0.1975	0.0	0	0.133055556	1.5	0.51	0.0	0.421712
25844	5578	0	5	3	3	6	1	0.5	1	2013	2	17	7	20.0	46	1	1	0	2203	0.5563888889999999	0.176666667	0.036666667	0.0	0.140555556	0.0	0	0.1175	0.75	0.33	0.0	0.137116
25852	5579	3	0	4	3	1	3	0.0	1	2013	2	17	7	13.0	11	1	0	2	3346	0.845833333	0.2475	0.178333333	0.0	0.243333333	0.0	0	0.240555556	0.0	0.62	0.0	0.329099
25927	5596	1	0	3	1	1	1	1.0	1	2013	2	19	2	8.0	33	1	0	1	7443	1.751944444	0.594166667	0.108611111	0.2666666669999999	0.095277778	0.15	1	0.444166667	4.4	1.35	10.5	0.5766100000000001
25951	5600	1	0	4	3	6	1	1.0	1	2013	2	19	2	15.75	43	1	1	2	8428	2.024444444	0.7363888890000001	0.188333333	0.166666667	0.4	0.1	1	0.384722222	3.9	1.36	0.0	0.368953
26005	5608	0	2	1	3	6	1	1.0	1	2013	2	20	3	19.0	24	0	1	0	818	0.2319444439999999	0.068611111	0.170555556	0.016666667	0.0	0.0	0	0.09	1.5	0.21	0.0	0.132716
26012	5610	0	1	1	3	6	1	1.0	1	2013	2	20	3	15.5	50	0	0	0	402	0.0897222219999999	0.0269444439999999	0.045555556	0.0	0.0258333329999999	0.0	0	0.033888889	1.5	0.07	0.0	0.3196719999999999
26020	5613	0	0	4	3	1	1	1.0	1	2013	2	20	3	9.0	23	0	1	2	2708	0.672222222	0.195833333	0.0705555559999999	0.0	0.215277778	0.0	0	0.157777778	1.5	0.46	0.0	0.1549299999999999
26045	5616	4	0	4	3	2	1	0.5	1	2013	2	20	3	15.0	21	0	1	1	1897	0.5708333329999999	0.195555556	0.090833333	0.0	0.270833333	0.0	0	0.175	0.75	0.5	0.0	0.277778
26051	5617	0	2	3	3	6	5	0.0	1	2013	2	20	3	15.5	71	1	0	0	10677	2.646944444	0.7583333329999999	0.198611111	0.233333333	0.416666667	0.1916666669999999	1	0.528055556	0.0	1.67	0.0	0.400842
26092	5627	0	0	3	2	6	1	1.0	1	2013	2	21	4	11.0	22	1	0	0	3473	0.83	0.219722222	0.2763888889999999	0.0	0.224444444	0.0	0	0.235555556	1.5	0.6	0.0	0.196934
26099	5630	0	0	3	3	1	1	1.0	1	2013	2	21	4	15.5	29	1	1	1	1969	0.553611111	0.216944444	0.069444444	0.0	0.2872222219999999	0.0	0	0.208888889	1.5	0.47	0.0	0.571809
26100	5630	0	1	1	5	1	1	1.0	1	2013	2	21	4	16.0	29	1	1	1	534	0.1425	0.06	0.080555556	0.0	0.072222222	0.0	0	0.058888889	1.5	0.13	0.0	0.622642
26115	5634	0	1	4	3	6	5	0.0	1	2013	2	21	4	16.25	87	1	0	0	3570	0.865833333	0.285277778	0.1694444439999999	0.0	0.334722222	0.0	0	0.281388889	0.0	0.66	0.0	0.515301
26134	5643	1	0	3	1	2	1	1.0	1	2013	2	21	4	8.5	43	1	1	1	10672	2.51	0.796111111	0.2641666669999999	0.366666667	0.0	0.0	0	0.614444444	3.9	1.54	10.5	0.6161840000000001
26140	5645	1	0	4	1	1	1	1.0	1	2013	2	21	4	7.833333333	31	0	1	1	5390	1.479166667	0.518055556	0.222222222	0.05	0.366666667	0.133333333	1	0.2797222219999999	3.6	0.98	0.0	0.148957
26159	5649	0	4	4	3	2	1	1.0	1	2013	2	22	5	18.0	52	1	1	1	4680	1.036666667	0.334722222	0.131388889	0.0	0.488888889	0.0	0	0.275555556	1.5	0.7	0.0	0.256048
26166	5651	0	0	4	3	2	5	0.0	1	2013	2	22	5	9.0	69	0	1	1	1597	0.427222222	0.134166667	0.081111111	0.0	0.176388889	0.0	0	0.109722222	0.0	0.26	0.0	0.0632910999999999
26170	5652	0	2	4	5	1	1	1.0	1	2013	2	22	5	10.41666667	44	1	1	2	3629	1.009722222	0.3325	0.069722222	0.0	0.378333333	0.0	0	0.217777778	1.5	0.74	0.0	0.227041
26224	5661	0	0	3	3	6	1	1.0	1	2013	2	22	5	11.0	38	0	0	0	9761	2.191111111	0.7597222220000001	0.197222222	0.433333333	0.0	0.0	0	0.642222222	2.4	1.76	10.5	0.615052
26234	5663	0	0	3	3	6	1	1.0	1	2013	2	22	5	15.5	46	0	0	0	11147	2.746388889	1.002222222	0.254166667	0.4	0.0	0.0	0	0.892777778	1.5	2.13	0.0	0.397635
26256	5668	2	1	1	5	1	1	1.0	1	2013	2	23	6	18.0	24	0	0	1	601	0.215833333	0.085833333	0.1725	0.0	0.020833333	0.0	0	0.086944444	1.5	0.23	0.0	0.115016
26277	5673	1	2	4	5	1	1	1.0	1	2013	2	23	6	13.5	27	1	1	1	646	0.195	0.080555556	0.073333333	0.0	0.052777778	0.0	0	0.091388889	1.5	0.22	0.0	0.12462
26281	5674	0	3	4	3	2	1	1.0	1	2013	2	23	6	15.83333333	37	0	1	1	2265	0.6311111110000001	0.258611111	0.0975	0.0	0.281666667	0.0	0	0.190555556	1.5	0.51	0.0	0.314869
26337	5686	2	1	3	3	1	1	1.0	1	2013	2	24	7	15.0	23	0	0	1	1739	0.456666667	0.138888889	0.138611111	0.0	0.161944444	0.0	0	0.151944444	1.5	0.37	0.0	0.4478979999999999
26356	5692	0	0	3	3	6	5	0.0	1	2013	2	25	1	14.0	74	1	1	0	1027	0.274722222	0.1005555559999999	0.192777778	0.0	0.036111111	0.0	0	0.097222222	0.0	0.23	0.0	0.174286
